time_s,specific_energy_J_per_kg,angular_momentum_m2_s,rel_energy_drift,rel_h_drift
832.745919232,-29316889.3152,52055165816.5,3.45234579625e-11,1.72618257118e-11
861.606706342,-29316889.3152,52055165816.5,3.51565195423e-11,1.75782566084e-11
889.653878704,-29316889.3152,52055165816.5,3.56909749829e-11,1.78454421223e-11
916.789056334,-29316889.3152,52055165816.5,3.6129619819e-11,1.80649944536e-11
942.877065292,-29316889.3152,52055165816.5,3.64774097717e-11,1.82388189294e-11
967.721369805,-29316889.3151,52055165816.5,3.67372674454e-11,1.83686743136e-11
991.012681115,-29316889.3151,52055165816.5,3.69144027008e-11,1.84573453152e-11
1008.71821634,-29316889.3151,52055165816.5,3.6948711538e-11,1.8474493261e-11
1026.42349278,-29316889.3151,52055165816.5,3.69834015844e-11,1.84916412067e-11
1044.94239696,-29316889.3151,52055165816.5,3.70282572122e-11,1.85142120071e-11
1065.99584323,-29316889.3151,52055165816.5,3.7125465584e-11,1.85627245717e-11
1088.74311149,-29316889.3151,52055165816.5,3.7278838793e-11,1.86396704821e-11
1112.50693515,-29316889.3151,52055165816.5,3.74783383274e-11,1.8739187193e-11
1136.58294321,-29316889.3151,52055165816.5,3.7694102792e-11,1.8847204595e-11
1160.19561705,-29316889.3151,52055165816.5,3.78864864194e-11,1.89433503422e-11
1179.72887792,-29316889.3151,52055165816.5,3.79484964658e-11,1.89744218336e-11
1198.64237574,-29316889.3151,52055165816.5,3.79995785121e-11,1.89999239068e-11
1215.29981455,-29316889.3151,52055165816.6,3.80234676284e-11,1.90117955616e-11
1231.09202902,-29316889.3151,52055165816.6,3.80407491167e-11,1.90205893799e-11
1250.40794572,-29316889.3151,52055165816.6,3.809894707e-11,1.90497555441e-11
1272.00641789,-29316889.3151,52055165816.6,3.8211912093e-11,1.91060359815e-11
1295.30754531,-29316889.3151,52055165816.6,3.83894285577e-11,1.91948535467e-11
1319.97701478,-29316889.3151,52055165816.6,3.86388665106e-11,1.93194326399e-11
1345.79877589,-29316889.3151,52055165816.6,3.89659440912e-11,1.9482997661e-11
1372.62302216,-29316889.3151,52055165816.6,3.93757440902e-11,1.96878936283e-11
1400.34072069,-29316889.3151,52055165816.6,3.98741117169e-11,1.99370518147e-11
1428.86952622,-29316889.315,52055165816.6,4.04647319945e-11,2.02325241109e-11
1458.14527546,-29316889.315,52055165816.6,4.11540854812e-11,2.05769486626e-11
1488.11647392,-29316889.315,52055165816.7,4.19452218514e-11,2.09728170516e-11
1518.74047968,-29316889.315,52055165816.7,4.28448758027e-11,2.1422474296e-11
1549.98067116,-29316889.3149,52055165816.7,4.38569864979e-11,2.19285585415e-11
1581.80417697,-29316889.3149,52055165816.7,4.49861284486e-11,2.24932682427e-11
1614.17990151,-29316889.3149,52055165816.8,4.62357325386e-11,2.31180690358e-11
1647.07667276,-29316889.3148,52055165816.8,4.76097379306e-11,2.38048662482e-11
1680.46140465,-29316889.3148,52055165816.8,4.91077634153e-11,2.45539530072e-11
1714.29723022,-29316889.3147,52055165816.9,5.07295548532e-11,2.53648896218e-11
1748.54163491,-29316889.3147,52055165816.9,5.24702835932e-11,2.62351845102e-11
1783.14471226,-29316889.3146,52055165817,5.43216901003e-11,2.71607338906e-11
1818.04776888,-29316889.3146,52055165817,5.62694154909e-11,2.81346492718e-11
1853.18259611,-29316889.3145,52055165817.1,5.82943992999e-11,2.91472574538e-11
1888.4717435,-29316889.3145,52055165817.1,6.03724982716e-11,3.01862470907e-11
1923.83001826,-29316889.3144,52055165817.2,6.24746134293e-11,3.12374015097e-11
1959.16717011,-29316889.3143,52055165817.2,6.456961268e-11,3.22848918377e-11
1994.39136991,-29316889.3143,52055165817.3,6.66253473727e-11,3.33124495108e-11
2029.41280405,-29316889.3142,52055165817.3,6.86120831818e-11,3.43061509833e-11
2064.14663559,-29316889.3142,52055165817.4,7.0504914433e-11,3.52523658368e-11
2098.51476558,-29316889.3141,52055165817.4,7.2282747545e-11,3.6141420871e-11
2132.44614736,-29316889.3141,52055165817.5,7.39321131223e-11,3.69661344677e-11
2165.87568472,-29316889.314,52055165817.5,7.54420831652e-11,3.77212303359e-11
2198.74185527,-29316889.314,52055165817.6,7.68084643711e-11,3.84042168937e-11
2230.98307821,-29316889.3139,52055165817.6,7.80276987868e-11,3.90137750683e-11
2262.53246067,-29316889.3139,52055165817.6,7.91004217609e-11,3.95501979871e-11
2293.30972815,-29316889.3139,52055165817.6,8.00268874331e-11,4.001348565e-11
2323.20729361,-29316889.3139,52055165817.7,8.0807222873e-11,4.04036380571e-11
2352.06259677,-29316889.3138,52055165817.7,8.14396491041e-11,4.07199223901e-11
2379.59428124,-29316889.3138,52055165817.7,8.19180667773e-11,4.09592608126e-11
2401.79118521,-29316889.3138,52055165817.7,8.2051362963e-11,4.1025654141e-11
2423.98441509,-29316889.3138,52055165817.7,8.21837696604e-11,4.10920474695e-11
2446.31536346,-29316889.3138,52055165817.7,8.23216403577e-11,4.11609323799e-11
2470.98710079,-29316889.3138,52055165817.7,8.25714595199e-11,4.12856580366e-11
2496.21981513,-29316889.3138,52055165817.7,8.28563499378e-11,4.14281178938e-11
2520.89154822,-29316889.3138,52055165817.7,8.31057878907e-11,4.15528435506e-11
2544.29904564,-29316889.3138,52055165817.7,8.32883871461e-11,4.16441526977e-11
2562.71064775,-29316889.3138,52055165817.7,8.33318450064e-11,4.16661372435e-11
2581.12182837,-29316889.3138,52055165817.7,8.33755570063e-11,4.16876820985e-11
2599.16932805,-29316889.3138,52055165817.7,8.34141862155e-11,4.17070284988e-11
2619.08108758,-29316889.3138,52055165817.7,8.34838204479e-11,4.17419106449e-11
2639.694767,-29316889.3138,52055165817.7,8.35689571919e-11,4.17845606638e-11
2662.69726459,-29316889.3138,52055165817.7,8.37336396101e-11,4.18667828653e-11
2687.30528101,-29316889.3138,52055165817.7,8.397926547e-11,4.19894566312e-11
2713.19924641,-29316889.3138,52055165817.8,8.43116799808e-11,4.21558063615e-11
2740.19469578,-29316889.3137,52055165817.8,8.473774491e-11,4.23687633289e-11
2768.165851,-29316889.3137,52055165817.8,8.52634325366e-11,4.2631845061e-11
2797.01876608,-29316889.3137,52055165817.8,8.58952234188e-11,4.2947689703e-11
2826.67873184,-29316889.3137,52055165817.8,8.6639979324e-11,4.33198147825e-11
2857.08307129,-29316889.3137,52055165817.8,8.75015123451e-11,4.37510050085e-11
2888.1763523,-29316889.3136,52055165817.9,8.84859218311e-11,4.4242872581e-11
2919.90680083,-29316889.3136,52055165817.9,8.95954950377e-11,4.47977625183e-11
2952.22335519,-29316889.3136,52055165817.9,9.08317568021e-11,4.54159679476e-11
2985.07311797,-29316889.3135,52055165818,9.21934364267e-11,4.60969026145e-11
3018.3991553,-29316889.3135,52055165818,9.36764676789e-11,4.68382215006e-11
3052.13873979,-29316889.3134,52055165818,9.52713203262e-11,4.76353811332e-11
3086.22224508,-29316889.3134,52055165818.1,9.69641437639e-11,4.84819327121e-11
3120.57294677,-29316889.3133,52055165818.1,9.87365128759e-11,4.93684961645e-11
3155.10792762,-29316889.3133,52055165818.2,1.00566444592e-10,5.02831998355e-11
3189.74010009,-29316889.3132,52055165818.2,1.02427000123e-10,5.12132926887e-11
3224.38108577,-29316889.3132,52055165818.3,1.04289588769e-10,5.21448511783e-11
3258.94443637,-29316889.3131,52055165818.3,1.061282883e-10,5.30640983221e-11
3293.34857428,-29316889.3131,52055165818.4,1.07917684761e-10,5.39590159019e-11
3327.5189302,-29316889.313,52055165818.4,1.09636303361e-10,5.48181719538e-11
3361.38900686,-29316889.313,52055165818.5,1.11267625031e-10,5.56339451685e-11
3394.90037554,-29316889.3129,52055165818.5,1.12799451074e-10,5.63997401824e-11
3428.00180676,-29316889.3129,52055165818.5,1.14224157303e-10,5.71121860316e-11
3460.64780615,-29316889.3128,52055165818.6,1.15536915068e-10,5.77684980071e-11
3492.79679441,-29316889.3128,52055165818.6,1.16735691251e-10,5.83679432907e-11
3524.40908261,-29316889.3128,52055165818.6,1.17821121202e-10,5.89106684459e-11
3555.44468878,-29316889.3127,52055165818.7,1.18794475618e-10,5.93972597274e-11
3585.86093273,-29316889.3127,52055165818.7,1.19658550034e-10,5.98294758989e-11
3615.60962685,-29316889.3127,52055165818.7,1.20416012916e-10,6.02083429057e-11
3644.63352262,-29316889.3127,52055165818.7,1.21070676356e-10,6.05356195116e-11
3672.86141152,-29316889.3127,52055165818.7,1.2162546296e-10,6.08129179166e-11
3700.2007793,-29316889.3126,52055165818.7,1.22084693098e-10,6.1042583139e-11
3726.52583722,-29316889.3126,52055165818.7,1.22451289376e-10,6.12257876877e-11
3751.65612349,-29316889.3126,52055165818.8,1.22729572166e-10,6.13648765812e-11
3775.31322073,-29316889.3126,52055165818.8,1.2292373477e-10,6.14620482738e-11
3793.98269535,-29316889.3126,52055165818.8,1.22971004724e-10,6.14856450197e-11
3812.65202232,-29316889.3126,52055165818.8,1.23018528817e-10,6.15092417656e-11
3830.60099307,-29316889.3126,52055165818.8,1.23056268538e-10,6.1528148475e-11
3851.28181755,-29316889.3126,52055165818.8,1.23143311328e-10,6.15715313122e-11
3873.78270844,-29316889.3126,52055165818.8,1.23287408444e-10,6.16437871862e-11
3897.41777152,-29316889.3126,52055165818.8,1.23479919141e-10,6.17402260607e-11
3921.49309484,-29316889.3126,52055165818.8,1.23695810676e-10,6.18482434626e-11
3945.24664102,-29316889.3126,52055165818.8,1.23894929001e-10,6.19477601735e-11
3964.75862652,-29316889.3126,52055165818.8,1.23956811977e-10,6.19785385377e-11
3984.26702007,-29316889.3126,52055165818.8,1.24018694954e-10,6.20093169019e-11
4000.82484906,-29316889.3126,52055165818.8,1.24041694582e-10,6.20208954294e-11
4017.37936595,-29316889.3126,52055165818.8,1.2406456714e-10,6.20324739569e-11
4036.24248411,-29316889.3126,52055165818.8,1.24114886768e-10,6.20575363391e-11
4057.52307079,-29316889.3126,52055165818.8,1.24218321558e-10,6.21092733037e-11
4080.57757811,-29316889.3126,52055165818.8,1.24385037093e-10,6.21925214507e-11
4105.044163,-29316889.3126,52055165818.8,1.24622276348e-10,6.23112379983e-11
4130.6923613,-29316889.3126,52055165818.8,1.24936519882e-10,6.24683542193e-11
4157.36387521,-29316889.3126,52055165818.8,1.25332850486e-10,6.26665082592e-11
4184.94427448,-29316889.3125,52055165818.8,1.2581635095e-10,6.29084848272e-11
4213.34760516,-29316889.3125,52055165818.9,1.26392231134e-10,6.31963358142e-11
4242.50721336,-29316889.3125,52055165818.9,1.27065319691e-10,6.35326993658e-11
4272.36986059,-29316889.3125,52055165818.9,1.27839682852e-10,6.39199205e-11
4302.89169335,-29316889.3125,52055165818.9,1.28721801175e-10,6.43609304898e-11
4334.03528674,-29316889.3124,52055165818.9,1.29715359684e-10,6.48579277897e-11
4365.76730517,-29316889.3124,52055165819,1.3082518703e-10,6.54126711634e-11
4398.05649406,-29316889.3124,52055165819,1.32055349446e-10,6.60279453199e-11
4430.87181678,-29316889.3123,52055165819,1.33408769536e-10,6.67046296412e-11
4464.18061934,-29316889.3123,52055165819.1,1.34887099206e-10,6.74437500728e-11
4497.94676846,-29316889.3122,52055165819.1,1.3648919483e-10,6.82448669236e-11
4532.12877928,-29316889.3122,52055165819.2,1.38210990175e-10,6.91057817392e-11
4566.67803859,-29316889.3121,52055165819.2,1.40045623473e-10,7.00228304285e-11
4601.53733461,-29316889.3121,52055165819.3,1.4197886291e-10,7.0989710755e-11
4636.63999783,-29316889.312,52055165819.3,1.4399266458e-10,7.1996602955e-11
4671.9099938,-29316889.3119,52055165819.4,1.46064282993e-10,7.30323681919e-11
4707.26321997,-29316889.3119,52055165819.4,1.48165000383e-10,7.40826432291e-11
4742.61001705,-29316889.3118,52055165819.5,1.50262922239e-10,7.51318923207e-11
4777.85856074,-29316889.3118,52055165819.5,1.52327297676e-10,7.61637003394e-11
4812.91848918,-29316889.3117,52055165819.6,1.54327121671e-10,7.71635574847e-11
4847.70401133,-29316889.3116,52055165819.6,1.56236217852e-10,7.81182730292e-11
4882.13588622,-29316889.3116,52055165819.7,1.58033746778e-10,7.90170012636e-11
4916.1419735,-29316889.3115,52055165819.7,1.59704460076e-10,7.98522674424e-11
4949.65634939,-29316889.3115,52055165819.8,1.61237302677e-10,8.0618941838e-11
4982.61712806,-29316889.3115,52055165819.8,1.6262706472e-10,8.13136534869e-11
5014.96304101,-29316889.3114,52055165819.8,1.63870442392e-10,8.193522988e-11
5046.6284956,-29316889.3114,52055165819.9,1.64966546203e-10,8.24832313263e-11
5077.5360946,-29316889.3114,52055165819.9,1.65916265643e-10,8.29582440803e-11
5107.58399006,-29316889.3113,52055165819.9,1.6671998192e-10,8.33601215785e-11
5136.62134911,-29316889.3113,52055165819.9,1.67376678476e-10,8.36884241298e-11
5164.39315253,-29316889.3113,52055165819.9,1.67880637173e-10,8.39403670253e-11
5187.34578801,-29316889.3113,52055165819.9,1.68042651126e-10,8.40215632813e-11
5210.29518774,-29316889.3113,52055165819.9,1.68204665079e-10,8.410246641e-11
5232.1083233,-29316889.3113,52055165819.9,1.68324491869e-10,8.41624109384e-11
5256.57450457,-29316889.3113,52055165819.9,1.68561858194e-10,8.42812740496e-11
5281.8100256,-29316889.3113,52055165820,1.68847383961e-10,8.44238804704e-11
5306.6085928,-29316889.3113,52055165820,1.6910457317e-10,8.45525633455e-11
5330.2297338,-29316889.3113,52055165820,1.69297210937e-10,8.46488556563e-11
5349.20271549,-29316889.3113,52055165820,1.69349436611e-10,8.4674943984e-11
5368.17526586,-29316889.3113,52055165820,1.69401154006e-10,8.47008857481e-11
5385.79945394,-29316889.3113,52055165820,1.69435208704e-10,8.47177405666e-11
5400,-29316889.3113,52055165820,1.69444103587e-10,8.47221374758e-11
