run,thrust_multiplier,isp_multiplier,density_multiplier,altitude_error_m,velocity_error_m_s,fuel_margin_kg,strict_success,status
90,1.03453170759,0.99403206402,1.0715979371,172510.721752,530.083505504,176320.73479,0,MISS
91,1.02862148087,0.997012761114,0.824623670528,139464.596338,415.373673687,185212.048268,0,MISS
92,1.00721731647,0.996578158765,0.943844798206,40969.654223,119.750293212,205894.832732,0,MISS
93,0.973921515305,1.01070954587,1.163683045,-139311.201722,-377.421306766,252197.011923,0,MISS
94,1.0433990713,0.987666731569,1.08293157248,232469.546004,733.451092739,160892.571499,0,MISS
95,0.988945613831,0.987223801834,0.966567103813,-19143.5148428,-47.712940311,214680.045051,0,MISS
96,0.974109205668,0.994099393469,1.07519602162,-101147.872561,-274.765374407,236174.633708,0,MISS
97,1.00685756273,0.999610716959,0.955541355064,32038.0287216,91.6897980828,209264.751974,0,MISS
98,0.996873779051,1.00592607224,1.03146289714,-27706.1510586,-80.8565971978,225246.959335,0,MISS
99,1.00891411096,0.992038777356,1.00229146566,58924.1985966,178.246889675,199663.629411,0,MISS
100,0.993148680292,0.990792179639,1.03492320246,-9551.60620481,-20.5345224489,214056.151965,0,MISS
101,0.991031635918,1.01708796663,1.01515649303,-77466.3622357,-222.529043433,241594.057888,0,MISS
102,1.03109387987,1.00477453335,1.11674492212,128333.592367,381.833736371,190630.694226,0,MISS
103,1.03288632361,1.01417616078,1.04948585665,114086.426924,328.114132537,198249.46357,0,MISS
104,1.00593875205,0.994901443906,0.973703086557,38854.5827992,115.598480368,205483.598561,0,MISS
105,1.03427125376,1.02083415334,0.89120886778,106031.304496,293.926358835,203448.537411,0,MISS
106,1.01419694569,0.999793695316,1.10383988074,63078.2003266,187.502786848,202225.546414,0,MISS
107,0.973527534597,1.01794772954,0.902725476054,-151862.781676,-419.834166356,259317.174101,0,MISS
108,0.974367006596,1.00496496009,1.04149268929,-123164.970558,-337.997421086,246343.108234,0,MISS
109,0.985269851775,0.995357315112,0.904290415356,-53104.618811,-149.788256438,226363.96857,0,MISS
110,0.98733261266,1.01042128288,1.15616833553,-80919.8344526,-224.777721135,238871.407973,0,MISS
111,1.00090967545,1.00220562862,1.00007790369,-1050.45942576,-4.34820957205,217667.532966,1,PASS
112,1.01102869953,0.991778628515,0.966253550682,69615.7782116,209.540348964,197304.207699,0,MISS
113,0.98728204164,1.00185031906,0.980446094338,-59818.1489402,-169.242086296,230698.529962,0,MISS
114,1.0201843752,0.996324861811,1.0805600761,99271.695875,298.9925358,192840.782283,0,MISS
115,1.01153268612,1.02312745337,1.02855910842,-2079.4147914,-18.2012093736,227542.430606,1,PASS
116,1.02736068822,0.985579722211,0.90187942613,162324.107986,501.798141286,174698.301318,0,MISS
117,0.999803996152,1.01024150665,1.02219465927,-24454.9628009,-74.322957401,226557.959842,0,MISS
118,1.01863439685,1.0041222221,0.895699484428,75126.8546303,214.195582999,202179.822436,0,MISS
119,0.980349353444,0.993650175744,0.967976685596,-71580.1016428,-197.887766776,229561.973808,0,MISS
120,1.01998119102,1.00367500945,0.928590763172,81968.0324537,236.020309358,200415.401377,0,MISS
121,0.989088178108,1.00174770153,1.17251896318,-54265.0162802,-148.120990659,228825.738248,0,MISS
122,0.994459009126,0.983414052601,0.984579292195,14308.446544,52.1650762775,205348.47454,0,MISS
123,1.00628441557,1.00214002004,1.13545131853,21430.8277001,64.3077819922,212327.776503,0,MISS
124,0.967668334941,0.981601836623,0.990323828441,-100224.987722,-269.381564178,230357.399218,0,MISS
125,1.00306787134,1.00242609556,0.919484051628,8982.44057129,21.9116215454,215765.773932,0,MISS
126,1.02445254039,0.987155073863,1.14588657884,141858.650495,442.074294624,179232.23473,0,MISS
127,1.01547745422,1.00067104897,1.07834269409,67070.2953386,198.00752627,201841.636004,0,MISS
128,1.00241558631,1.0074315598,0.932177811551,-5517.00427157,-22.1434330794,221292.892153,0,MISS
129,1.036551469,0.999701192036,0.964244866874,168410.146872,507.910683362,180138.685987,0,MISS
130,0.983316363931,1.00837805879,1.11792078723,-93252.9334881,-258.075003663,240841.647773,0,MISS
131,0.953353175871,1.01377577443,0.944001148194,-228412.416841,-605.031412954,275019.86875,0,MISS
132,1.00341342402,0.997996771554,1.09525926524,18762.1253605,58.1632966621,211056.975453,0,MISS
133,1.00702677095,1.00707963649,1.20120672926,12445.0741279,37.1793938246,216447.219187,0,MISS
134,1.03646400521,1.0118188134,0.977917299628,137123.800342,398.684544825,192437.588584,0,MISS
135,1.00175701712,0.995486592638,1.12718239013,16865.3831461,55.2753937767,210199.934085,0,MISS
136,1.00898113342,1.00759092096,0.951461852941,22941.9929296,59.8004032519,215038.449196,0,MISS
137,0.968330087385,1.00896736753,1.0633058923,-157753.099042,-427.140692237,256011.259605,0,MISS
138,1.0280523392,0.998463763617,1.10017689227,130235.385793,393.102539564,187247.229114,0,MISS
139,0.984551957159,1.00694454368,1.07886713551,-84227.5803886,-234.648570146,238269.139106,0,MISS
140,1.01504578964,1.00714523108,1.02755678536,50228.5978603,141.841650518,208679.621525,0,MISS
141,1.00695476077,0.983770397792,1.17648949469,68337.0032721,218.478945146,193215.041298,0,MISS
142,0.998502102557,1.01178068923,0.866016185993,-31568.1552847,-99.5796722399,229304.361749,0,MISS
143,0.988941749132,0.988565438793,0.973394198516,-22351.3292711,-57.4956460754,216021.08066,0,MISS
144,0.991907552136,0.98688202916,1.26551639163,-8718.45511553,-8.83822078512,211386.78474,0,MISS
145,0.980449989313,0.994245249156,1.17979258827,-75332.4773164,-201.949493669,230043.202574,0,MISS
146,1.02654529075,1.0205833602,0.89752414645,71732.0764813,192.055215213,210649.669949,0,MISS
147,1.0219352123,1.01266978146,0.816659386012,70552.1672194,191.872667867,207395.998597,0,MISS
148,1.01639218527,0.992422507554,0.968154244215,92661.8852759,278.996233244,192638.754225,0,MISS
149,1.02713763662,1.009904633,1.08483583844,97801.235896,283.232564444,199611.32302,0,MISS
150,0.990164854672,1.000704609,0.895573694646,-43595.954172,-126.447417262,226755.116478,0,MISS
151,0.984124407279,1.00293851768,1.08262585312,-77330.4015997,-214.286777516,234846.899239,0,MISS
152,1.06146012245,0.978292403847,1.10670840667,351145.30781,1157.07938984,132776.241876,0,MISS
153,0.995161399114,1.01587715782,0.980760917369,-56572.365337,-166.757439405,236453.232057,0,MISS
154,1.02689887516,1.00403910309,1.00987374758,111896.390328,328.871657165,194001.124306,0,MISS
155,0.985338811441,0.983187306237,0.97376397602,-25899.0014287,-64.2254182079,214243.139548,0,MISS
156,1.02637767397,1.01514555741,0.759672539721,85333.2530947,232.428383053,205512.575504,0,MISS
157,1.02348139144,1.01148751189,0.947218780787,78878.2652365,221.252042377,204732.318627,0,MISS
158,0.986576328711,0.991380743706,1.06242320458,-40395.3432268,-107.482282691,221162.222774,0,MISS
159,1.02464843171,1.00292188056,1.15212828763,102752.370451,305.970759447,195087.513424,0,MISS
160,0.988362150458,0.997026706326,0.985798206564,-44380.0068349,-123.991487054,224943.419792,0,MISS
161,0.983966002867,1.00818106403,0.949555813608,-87602.3213034,-248.199205366,240020.307995,0,MISS
162,1.00253396144,0.98879339874,0.951500929779,38324.2519421,117.959424912,202727.136835,0,MISS
163,1.02344043888,0.996911768043,1.02801160519,113445.241278,340.484470493,190220.929681,0,MISS
164,0.988794397863,0.999593680882,0.967421645961,-48021.9441382,-135.99795484,227022.034596,0,MISS
165,0.978450699556,1.00487873,1.11221287133,-106521.687358,-292.082019786,242264.020415,0,MISS
166,0.997088603017,0.999212054629,1.14852129212,-12918.6460585,-31.9715161511,218485.95688,0,MISS
167,0.989718837768,1.02202097453,0.877274783189,-91622.5078739,-266.243625058,247483.535896,0,MISS
168,0.980354183863,1.00205454729,0.931215430173,-89564.3360543,-251.538792841,237696.322503,0,MISS
169,1.00210524517,1.0039280466,0.892914487066,1582.56577662,-1.00712954563,218181.456403,1,PASS
170,1.00268540017,1.02038188983,0.929664780294,-33225.4728761,-106.423240907,233454.224291,0,MISS
171,0.999373917689,1.00461117448,0.975782894789,-13040.1490465,-40.5481945441,221523.318571,0,MISS
172,1.03691987973,1.00295675214,0.997275634152,161414.856412,483.414071532,183087.741288,0,MISS
173,1.00426064692,0.980350207728,1.05871027927,65690.9357959,210.026744957,192405.673188,0,MISS
174,1.00374571132,0.993811674607,0.977938739452,31506.7633908,94.8888242663,206563.433469,0,MISS
175,0.986075896334,0.9886669785,0.868648716113,-33978.2116681,-93.6153944804,218973.300958,0,MISS
176,0.970283320417,1.02079070387,0.847821912696,-170324.279016,-468.544331971,265063.031716,0,MISS
177,1.03518972234,0.995507258175,0.982284643549,172690.283992,526.479277995,177187.575479,0,MISS
178,0.956621043076,0.990974904733,0.899379890606,-166636.132037,-450.270235269,250493.94058,0,MISS
179,1.02037192514,0.996326833115,1.07006207978,100246.171329,301.67517244,192657.443532,0,MISS
180,0.984158725784,1.0040014209,0.952834137152,-77717.8848729,-219.792730054,235835.082043,0,MISS
181,1.00033118378,1.01428103486,1.14203751344,-32744.0866641,-95.8119810284,229923.475672,0,MISS
182,0.968401618937,0.991855450617,0.960040670615,-119192.396866,-325.449305244,239654.3165,0,MISS
183,0.986540092797,1.00689107631,1.07157462618,-75410.1435912,-211.14221813,236275.938578,0,MISS
184,0.984350448136,0.992090313342,0.977498286109,-50719.3224753,-139.2377793,224069.203474,0,MISS
185,0.987636751663,1.01134649867,1.0653149767,-80332.0927108,-226.395194978,239454.818929,0,MISS
186,1.02306667893,1.00726423168,1.01561680008,86385.4890026,248.949131827,200964.288857,0,MISS
187,0.998373362736,0.982684029522,0.914888532387,34582.9974356,110.514245698,200691.460762,0,MISS
188,1.02470162857,0.991953344883,1.00251544503,132147.284856,402.536669515,183922.9317,0,MISS
189,1.04662911333,0.992806357939,0.96407018985,235276.265477,732.662213821,163071.674061,0,MISS
190,0.982196249026,1.00145304825,1.11529095637,-82872.8146932,-227.591381399,235309.091508,0,MISS
191,1.01903353413,0.986851578266,1.12144959995,117359.365816,364.779810404,184319.445402,0,MISS
192,0.991528153448,1.0051081872,0.911013579188,-47669.9733759,-139.497594846,229685.005725,0,MISS
193,0.991982338054,0.993308660094,1.15823245498,-22087.0258935,-54.1665701125,217708.943666,0,MISS
194,1.0054868345,0.999229971127,1.12232230461,24847.531365,75.7975042526,210236.510743,0,MISS
195,0.979926512235,0.995238991517,1.02668975433,-77747.5140611,-213.674425254,231529.022241,0,MISS
196,0.961893449835,0.987736005883,1.09538054498,-140258.486993,-374.860874695,242130.017611,0,MISS
197,0.9854623584,0.980459889693,0.963640460361,-18860.0334925,-42.6106416638,211377.030033,0,MISS
198,0.97248615966,1.00669837169,1.00859482581,-134382.518544,-368.695032003,249822.926669,0,MISS
199,0.965267926463,0.978512756983,1.08834306313,-105140.120102,-278.176819894,229709.361615,0,MISS
200,0.981502485716,1.00656919544,0.881473647096,-93708.9723745,-265.99686357,240890.485946,0,MISS
